Subject	Session	Trial	Trial_Iteration	Trial_Start	Trial_End	Left_Object	Left_Probability	Left_Show	LeftBox_Look	LeftObj_Look	LeftLid_Look	Right_Object	Right_Probability	Right_Show	RightBox_Look	RightObj_Look	RightLid_Look
		0	0	1496845535.586658	1496845535.690789	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.691343	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.691703	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.692054	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.692482	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.692819	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.693142	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.730697	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.764202	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.823336	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845535.886361	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.020303	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.087339	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.150868	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.198762	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.236653	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.26409	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.286392	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.314639	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.33714	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.359254	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.383754	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.403784	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.424556	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.453486	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.481445	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.509082	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.53683	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.564121	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.564577	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.586175	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.586458	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.606716	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.607003	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.635304	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
		0	0	1496845535.586658	1496845536.635603	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.75	True	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/tennis.png	0.9	True	False	False	False
