Subject	Session	Trial	Trial_Iteration	Trial_Start	Trial_End	Left_Object	Left_Probability	Left_Show	LeftBox_Look	LeftObj_Look	LeftLid_Look	Right_Object	Right_Probability	Right_Show	RightBox_Look	RightObj_Look	RightLid_Look
		0	0	1498057329.825426	1498057329.911447	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.911726	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.911949	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.912163	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.917373	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.921118	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.925023	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.928942	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.932862	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.936864	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.940932	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.944946	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.948764	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.952471	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.956141	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.959944	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.963932	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.967881	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.97184	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.975774	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
		0	0	1498057329.825426	1498057329.97971	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/firetruck.png	0.25	False	False	False	False	/Users/jennaregister/Libraries/kelpy/kelpy/stimuli/misc/teddy.png	0.5	True	False	False	False
