Recording date:	2014/02/18
Recording time:	15:35:27
Recording resolution	1024 x 768

TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
4666.1	585.5714	324.3194	0	569.4880	303.1594	0	0.5640	0.4085	
4682.7	633.2325	319.6845	0	623.5090	306.8488	0	0.6136	0.4079	
4699.3	761.2998	321.2755	0	735.4930	294.7976	0	0.7309	0.4011	
4716.0	798.2503	312.3485	0	773.0271	296.7048	0	0.7672	0.3965	
4732.7	807.6420	310.9319	0	779.6488	282.4815	0	0.7750	0.3863	
4749.3	805.8114	305.0492	0	772.1393	291.8210	0	0.7705	0.3886	
4765.9	812.9193	309.4825	0	788.9075	281.4288	0	0.7821	0.3847	
4782.6	815.5252	311.1330	0	786.8885	282.0343	0	0.7824	0.3862	
4799.3	810.7431	307.5245	0	796.6529	275.8314	0	0.7849	0.3798	
4815.9	813.6334	312.4202	0	780.2381	291.4596	0	0.7783	0.3932	
4832.6	808.6606	319.5461	0	787.2648	289.4973	0	0.7793	0.3965	
4849.2	814.1075	308.3587	0	788.6043	296.1663	0	0.7826	0.3936	
4865.9	810.4564	312.6303	0	792.4806	283.2174	0	0.7827	0.3879	
4882.6	809.5032	308.1427	0	799.9704	286.4072	0	0.7859	0.3871	
4899.2	819.0995	313.9597	0	792.2496	279.8540	0	0.7868	0.3866	
4915.8	817.5860	310.2531	0	795.0992	284.7534	0	0.7874	0.3874	
4932.5	815.7693	306.6926	0	794.3774	289.4114	0	0.7862	0.3881	
4949.2	819.6928	310.3392	0	797.3808	284.5898	0	0.7896	0.3873	
4965.8	819.3294	304.2879	0	803.6719	281.7206	0	0.7925	0.3815	
4982.4	816.9985	300.7688	0	798.1911	277.8427	0	0.7887	0.3767	
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	Event
0.0	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
18.1	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
34.7	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
52.9	825.8482	313.1128	0	805.5125	287.6689	0	0.7966	0.3911	
69.5	832.1452	316.0732	0	805.1395	294.0734	0	0.7995	0.3972	
86.1	834.3841	308.1411	0	809.5550	289.3002	0	0.8027	0.3890	
102.7	829.7370	313.0523	0	798.4510	292.7179	0	0.7950	0.3944	
119.5	827.4515	301.4319	0	809.1283	287.5627	0	0.7991	0.3835	
136.1	826.9216	317.7083	0	806.6728	288.1265	0	0.7977	0.3944	
152.7	828.3963	324.8443	0	806.9876	282.9416	0	0.7985	0.3957	
169.4	824.9383	318.8952	0	804.2718	285.9667	0	0.7955	0.3938	
186.1	726.1417	355.5730	0	720.2270	320.9196	0	0.7062	0.4404	
202.7	592.3633	389.3487	0	596.0839	353.1061	0	0.5803	0.4834	
219.4	512.8330	404.8331	0	522.3819	375.2878	0	0.5055	0.5079	
236.1	512.7030	402.2154	0	517.0461	382.6929	0	0.5028	0.5110	
252.7	514.9454	408.9195	0	514.3934	384.2405	0	0.5026	0.5164	
269.3	511.5511	407.3915	0	517.0899	386.1741	0	0.5023	0.5166	
286.0	515.0533	415.9784	0	517.6528	382.3024	0	0.5043	0.5197	
302.7	508.0874	410.2114	0	513.9596	383.0803	0	0.4990	0.5165	
319.3	513.8870	408.5263	0	510.6409	385.2409	0	0.5003	0.5168	
335.9	507.7308	411.7461	0	515.7779	381.9369	0	0.4998	0.5167	
352.6	-1.0000	-1.0000	4	-1.0000	-1.0000	4	-1.0000	-1.0000	
369.3	518.3057	398.7398	0	504.2888	375.8284	0	0.4993	0.5043	
385.9	521.7046	397.7606	0	501.9884	373.5705	0	0.4999	0.5022	
402.6	524.7672	395.1853	0	499.5865	376.8544	0	0.5002	0.5026	
419.2	515.1960	397.4658	0	496.9743	378.6087	0	0.4942	0.5053	
435.9	516.0065	404.1555	0	499.9180	373.4440	0	0.4961	0.5062	
452.6	520.9903	388.5774	0	499.7926	378.1143	0	0.4984	0.4991	
469.2	513.4010	401.4175	0	496.7963	369.1262	0	0.4933	0.5017	
485.8	523.0906	382.2149	0	498.1486	364.6387	0	0.4987	0.4862	
502.5	517.2142	388.5593	0	500.8143	371.7215	0	0.4971	0.4950	
519.2	509.0590	388.0435	0	495.9497	371.4578	0	0.4907	0.4945	
535.8	510.1622	404.4261	0	492.5518	362.8884	0	0.4896	0.4996	
