[4.874828100204468, '1']
[4.90156102180481, '1']
[4.927762031555176, '1']
[4.954188108444214, '1']
[5.0333240032196045, '1']
[5.1145710945129395, '1']
[5.198800086975098, '1']
[5.277209997177124, '1']
[5.355288028717041, '1']
[5.433626174926758, '1']
[5.511013984680176, '1']
[5.588241100311279, '1']
[5.689839124679565, '1']
[5.719228982925415, '1']
[5.7531561851501465, '1']
[5.846628189086914, '1']
[5.936908006668091, '1']
[5.968619108200073, '1']
[6.061846971511841, '1']
[6.092427968978882, '1']
[6.2137720584869385, '1']
[6.250920057296753, '1']
[6.342045068740845, '1']
[6.376017093658447, '1']
[6.471096038818359, '1']
[6.5688769817352295, '1']
[6.671411991119385, '1']
[6.7840540409088135, '1']
[6.887314081192017, '1']
[6.972799062728882, '1']
[7.063347101211548, '1']
[7.143754005432129, '1']
[7.222705125808716, '1']
[7.301558017730713, '1']
[7.3800880908966064, '1']
[7.459768056869507, '1']
[7.539137125015259, '1']
[7.621473073959351, '1']
[7.700364112854004, '1']
[7.779433965682983, '1']
[7.860007047653198, '2']
[7.947618007659912, '2']
[8.028774976730347, '2']
[8.06310510635376, '2']
[8.145985126495361, '2']
[8.174533128738403, '2']
[8.254750967025757, '2']
[8.283606052398682, '2']
[8.36437201499939, '2']
[8.393342971801758, '2']
[8.474729061126709, '2']
[8.503156185150146, '2']
[8.583407163619995, '2']
[8.611968040466309, '2']
[8.639973163604736, '2']
[8.719475984573364, '2']
[8.748104095458984, '2']
[8.831976175308228, '2']
[8.919317960739136, '2']
[9.006150960922241, '2']
[9.037620067596436, '2']
[9.125800132751465, '2']
[9.15600299835205, '2']
[9.244014978408813, '2']
[9.272451162338257, '2']
[9.35818099975586, '2']
[9.389734983444214, '2']
[9.472254991531372, '2']
[9.50488805770874, '2']
[9.585255146026611, '2']
[9.613903999328613, '2']
[9.694777965545654, '2']
[9.775201082229614, '2']
[9.855432033538818, '2']
[9.939646005630493, '2']
[9.997698068618774, '2']
[10.099428176879883, '2']
[10.134916067123413, '2']
[10.225445032119751, '2']
[10.25783395767212, '2']
[10.343132972717285, '2']
[10.375099182128906, '2']
[10.460296154022217, '2']
[10.492915153503418, '2']
[10.577353954315186, '2']
[10.609914064407349, '2']
[10.700083017349243, '2']
[10.731295108795166, '2']
[10.82786512374878, '2']
[10.918183088302612, '3']
[11.001929998397827, '3']
[11.088849067687988, '3']
[11.118910074234009, '3']
[11.201141119003296, '3']
[11.229539155960083, '3']
[11.309813976287842, '3']
[11.390902996063232, '3']
[11.419420003890991, '3']
[11.499394178390503, '3']
[11.581670045852661, '3']
[11.662705183029175, '3']
[11.743700981140137, '3']
[11.828538179397583, '3']
[11.90947699546814, '3']
[11.989664077758789, '3']
[12.075107097625732, '3']
[12.160052061080933, '3']
[12.19029712677002, '3']
[12.272175073623657, '3']
[12.302293062210083, '3']
[12.38612699508667, '3']
[12.417863130569458, '3']
[12.503692150115967, '3']
[12.532449960708618, '3']
[12.615746974945068, '3']
[12.6444091796875, '3']
[12.732095003128052, '3']
[12.76004695892334, '3']
[12.788341999053955, '3']
[12.86910104751587, '3']
[12.897940158843994, '3']
[12.979429006576538, '3']
[13.008150100708008, '3']
[13.088577032089233, '3']
[13.117303133010864, '3']
[13.200984954833984, '3']
[13.22901201248169, '3']
[13.308845043182373, '3']
[13.387655973434448, '3']
[13.467496156692505, '3']
[13.555178165435791, '3']
[13.582945108413696, '3']
