[3.50058913230896, '1']
[7.652835130691528, '3']
[7.702764987945557, '3']
[7.752542018890381, '3']
[7.802761077880859, '3']
[10.573632001876831, '2']
[10.600948095321655, '2']
[10.650409936904907, '2']
[10.702389001846313, '2']
[10.748252153396606, '2']
[10.802680969238281, '2']
[10.84866213798523, '2']
[10.898283004760742, '2']
[10.953006982803345, '2']
[11.002835988998413, '2']
[11.05330514907837, '2']
[11.103173017501831, '2']
[11.154350996017456, '2']
[11.203822135925293, '2']
[11.254045009613037, '2']
[11.304250955581665, '2']
[11.355149984359741, '2']
[11.402019023895264, '2']
[11.455476999282837, '2']
[11.505581140518188, '2']
[11.556045055389404, '2']
[11.605677127838135, '2']
[11.655899047851562, '2']
[11.706696033477783, '2']
[11.756618022918701, '2']
[11.803743124008179, '2']
[11.85353708267212, '2']
[11.90922999382019, '2']
[11.954662084579468, '2']
[12.008261919021606, '2']
[12.057218074798584, '2']
[12.108711957931519, '2']
[12.15784502029419, '2']
[12.20838212966919, '2']
[12.259593963623047, '2']
[12.309934139251709, '2']
[12.35995101928711, '2']
[12.410540103912354, '2']
[12.459352016448975, '2']
[12.510265111923218, '2']
[12.561483144760132, '2']
[12.611200094223022, '2']
[12.661452054977417, '2']
[12.71121096611023, '2']
[12.762370109558105, '2']
[12.812106132507324, '2']
[12.861783027648926, '2']
[12.911864995956421, '2']
[12.962759017944336, '2']
[13.011702060699463, '0']
[13.063058137893677, '0']
[13.113003969192505, '0']
[13.16386103630066, '0']
[13.213721990585327, '0']
[13.26380205154419, '0']
[13.31544804573059, '0']
[13.364681005477905, '0']
[13.415180921554565, '0']
[13.461328029632568, '0']
[13.515578985214233, '0']
[13.567533016204834, '0']
[13.616567134857178, '0']
[13.666171073913574, '0']
[13.717226028442383, '0']
[13.767596960067749, '0']
[13.817721128463745, '0']
[13.867692947387695, '0']
[13.918524026870728, '0']
[13.968362092971802, '0']
[14.018383979797363, '0']
[14.064924955368042, '0']
[14.119071960449219, '0']
[14.169594049453735, '0']
[14.219604969024658, '0']
[14.270287036895752, '0']
[14.320337057113647, '0']
[14.370046138763428, '0']
[14.416834115982056, '0']
[14.468498945236206, '0']
[14.522311925888062, '0']
[14.571176052093506, '0']
[14.621914148330688, '0']
[14.670822143554688, '0']
[14.721940040588379, '0']
[14.77345609664917, '0']
[14.823621034622192, '0']
[14.873172998428345, '0']
[14.923450946807861, '0']
[14.973655939102173, '0']
[15.023688077926636, '0']
[15.07495403289795, '0']
[15.12424612045288, '0']
[15.17469596862793, '0']
[15.224884033203125, '0']
[15.275418043136597, '0']
[15.324666976928711, '0']
[15.375741004943848, '0']
[15.425689935684204, '1']
[15.476253032684326, '1']
[15.531856060028076, '1']
[15.573629140853882, '1']
[15.627164125442505, '1']
[15.67687702178955, '1']
[15.722861051559448, '1']
[15.777359962463379, '1']
[15.828169107437134, '1']
[15.878021955490112, '1']
[15.924049139022827, '1']
[15.977934122085571, '1']
[16.02910614013672, '1']
[16.07917094230652, '1']
[16.129122018814087, '1']
[16.175687074661255, '1']
[16.22839093208313, '1']
[16.278860092163086, '1']
[16.32998013496399, '1']
[16.379698991775513, '1']
[16.43082904815674, '1']
[16.479854106903076, '1']
[16.53083896636963, '1']
[16.58052110671997, '1']
[16.631684064865112, '1']
[16.68150305747986, '1']
[16.731608152389526, '1']
[16.77812099456787, '1']
[16.83242702484131, '1']
[16.880393028259277, '1']
[16.932963132858276, '1']
[16.984466075897217, '1']
[17.033549070358276, '1']
[17.083356142044067, '1']
[17.13513207435608, '1']
[17.183946132659912, '1']
[17.23541498184204, '1']
[17.284773111343384, '1']
[17.335111141204834, '1']
[17.384305953979492, '1']
[17.43141007423401, '1']
[17.486063957214355, '1']
[17.5362229347229, '1']
[17.586590051651, '1']
[17.636237144470215, '1']
[17.687258005142212, '1']
[17.737499952316284, '1']
[17.786921977996826, '1']
[17.834686994552612, '3']
[17.887800931930542, '3']
[17.93782901763916, '3']
[17.989108085632324, '3']
[18.03844714164734, '3']
[18.088392972946167, '3']
[18.138463020324707, '3']
[18.190137147903442, '3']
[18.23948907852173, '3']
[18.290030002593994, '3']
[18.34057903289795, '3']
[18.390207052230835, '3']
[18.440312147140503, '3']
[18.49197006225586, '3']
[18.541784048080444, '3']
[18.592714071273804, '3']
[18.63943600654602, '3']
[18.687586069107056, '3']
[18.740812063217163, '3']
[18.79275393486023, '3']
[18.843407154083252, '3']
[18.893243074417114, '3']
[18.939008951187134, '3']
[18.994434118270874, '3']
[19.04430103302002, '3']
[19.09411096572876, '3']
[19.143232107162476, '3']
[19.19541311264038, '3']
[19.245474100112915, '3']
[19.296393156051636, '3']
[19.34614396095276, '3']
[19.396358013153076, '3']
[19.447204113006592, '3']
[19.496519088745117, '3']
[19.547137022018433, '3']
[19.59687304496765, '3']
[19.642810106277466, '3']
[19.697787046432495, '3']
[19.74381709098816, '3']
[19.794394969940186, '3']
[19.84770393371582, '3']
[19.89741611480713, '3']
[19.948792934417725, '3']
[19.998594999313354, '3']
[20.049764156341553, '3']
[20.09923791885376, '3']
[20.148998022079468, '3']
[20.199602127075195, '3']
[20.24694514274597, '2']
[20.300617933273315, '2']
[20.350382089614868, '2']
[20.401270151138306, '2']
[20.45090103149414, '2']
[20.506170988082886, '2']
[20.550856113433838, '2']
[20.601226091384888, '2']
[20.647836923599243, '2']
[20.70238494873047, '2']
[20.75203514099121, '2']
[20.802956104278564, '2']
[20.852823972702026, '2']
[20.902992010116577, '2']
[20.953428030014038, '2']
[21.000576972961426, '2']
[21.054059982299805, '2']
[21.10507297515869, '2']
[21.154521942138672, '2']
[21.20493507385254, '2']
[21.254626989364624, '2']
[21.30508303642273, '2']
[21.356333017349243, '2']
[21.406193017959595, '2']
[21.456807136535645, '2']
[21.506797075271606, '2']
[21.556440114974976, '2']
[21.606531143188477, '2']
[21.65751814842224, '2']
[21.70787215232849, '2']
[21.757458925247192, '2']
[21.80859398841858, '2']
[21.859586000442505, '2']
[21.908725023269653, '2']
[21.958045959472656, '2']
[22.008629083633423, '2']
[22.05919599533081, '2']
[22.109004020690918, '2']
[22.159465074539185, '2']
[22.209972143173218, '2']
[22.260229110717773, '2']
[22.309608936309814, '2']
[22.35955309867859, '2']
[22.411314964294434, '2']
[22.461626052856445, '2']
[22.511651039123535, '2']
[22.561865091323853, '2']
[22.612272024154663, '2']
[22.662593126296997, '1']
[22.712340116500854, '1']
[22.762506008148193, '1']
[22.812880039215088, '1']
[22.86220407485962, '1']
[22.912853002548218, '1']
[22.963114023208618, '1']
[23.013296127319336, '1']
[23.064805030822754, '1']
[23.11471199989319, '1']
[23.161055088043213, '1']
[23.214643001556396, '1']
[23.264447927474976, '1']
[23.31525206565857, '1']
[23.364817142486572, '1']
[23.41652798652649, '1']
[23.466444969177246, '1']
[23.51732110977173, '1']
[23.567332983016968, '1']
[23.617144107818604, '1']
[23.66838502883911, '1']
[23.718321084976196, '1']
[23.76857304573059, '1']
[23.818259954452515, '1']
[23.869229078292847, '1']
[23.919085025787354, '1']
[23.9691219329834, '1']
[24.018758058547974, '1']
[24.070070028305054, '1']
[24.12010908126831, '1']
[24.169230937957764, '1']
[24.22086501121521, '1']
[24.271075963974, '1']
[24.320696115493774, '1']
[24.371658086776733, '1']
[24.42142605781555, '1']
[24.471215963363647, '1']
[24.52180504798889, '1']
[24.572822093963623, '1']
[24.6184139251709, '1']
[24.67243003845215, '1']
[24.72257900238037, '1']
[24.774214029312134, '1']
[24.82394313812256, '1']
[24.873486042022705, '1']
[24.923269033432007, '1']
[24.974218130111694, '1']
[25.024869918823242, '1']
[25.074142932891846, '0']
[25.125214099884033, '0']
[25.17540407180786, '0']
[25.224512100219727, '0']
[25.27179503440857, '0']
[25.324800968170166, '0']
[25.3768310546875, '0']
[25.426496982574463, '0']
[25.475831031799316, '0']
[25.531196117401123, '0']
[25.57583999633789, '0']
[25.626429080963135, '0']
[25.67767596244812, '0']
[25.728933095932007, '0']
[25.777236938476562, '0']
[25.8280770778656, '0']
[25.878844022750854, '0']
[25.92859196662903, '0']
[25.97902512550354, '0']
[26.029623985290527, '0']
[26.079833984375, '0']
[26.12990713119507, '0']
[26.176396131515503, '0']
[26.230402946472168, '0']
[26.281511068344116, '0']
[26.33100700378418, '0']
[26.381372928619385, '0']
[26.431450128555298, '0']
[26.481486082077026, '0']
[26.532357931137085, '0']
[26.582441091537476, '0']
[26.63242197036743, '0']
[26.681605100631714, '0']
[26.732238054275513, '0']
[26.78330111503601, '0']
[26.832849979400635, '0']
[26.88406801223755, '0']
[26.9342839717865, '0']
[26.984110116958618, '0']
[27.034312963485718, '0']
[27.081042051315308, '0']
[27.133645057678223, '0']
[27.185049057006836, '0']
[27.23607611656189, '0']
[27.286057949066162, '0']
[27.33631992340088, '0']
[27.385568141937256, '0']
[27.43680214881897, '0']
[27.486927032470703, '3']
[27.536842107772827, '3']
[27.586673974990845, '3']
[27.637911081314087, '3']
[27.687421083450317, '3']
[27.737175941467285, '3']
[27.787522077560425, '3']
[27.834223985671997, '3']
[27.851715087890625, '3']
[27.904880046844482, '3']
[27.918780088424683, '3']
[27.971497058868408, '3']
[28.0228271484375, '3']
[28.073102951049805, '3']
[28.08696699142456, '3']
[28.13981604576111, '3']
[28.154065132141113, '3']
[28.206203937530518, '3']
[28.220343112945557, '3']
[28.273723125457764, '3']
[28.287480115890503, '3']
[28.340156078338623, '3']
[28.392544984817505, '3']
[28.441625118255615, '3']
[28.491976976394653, '3']
[28.542859077453613, '3']
[28.59306001663208, '3']
[28.64319610595703, '3']
[28.69318914413452, '3']
[28.74345302581787, '3']
[28.79220414161682, '3']
[28.840508937835693, '3']
[28.89460802078247, '3']
[28.908525943756104, '3']
[28.961076021194458, '3']
[28.975183963775635, '3']
[29.02384305000305, '3']
[29.041298151016235, '3']
[29.094907999038696, '3']
[29.14466905593872, '3']
[29.15879201889038, '3']
[29.211013078689575, '3']
[29.263073921203613, '3']
[29.313130140304565, '3']
[29.362534999847412, '3']
[29.41398310661316, '3']
[29.461552143096924, '3']
[29.514610052108765, '3']
[29.563887119293213, '3']
[29.6142520904541, '3']
[29.66457509994507, '3']
[29.714677095413208, '3']
[29.76568293571472, '3']
[29.815855026245117, '3']
[29.865118980407715, '3']
[29.915348052978516, '1']
[29.966170072555542, '1']
[30.01650309562683, '1']
[30.066319942474365, '1']
[30.11654496192932, '1']
[30.16611099243164, '1']
[30.21720004081726, '1']
[30.26822304725647, '1']
[30.318567991256714, '1']
[30.368165016174316, '1']
[30.418319940567017, '1']
[33.14470195770264, '1']
[33.16205406188965, '1']
[33.216092109680176, '1']
[33.26592397689819, '1']
[33.317119121551514, '1']
[33.36638593673706, '1']
[33.41823101043701, '1']
[33.46395206451416, '1']
[33.51790904998779, '1']
[33.56777000427246, '1']
[33.617905139923096, '1']
[33.66901993751526, '1']
[33.71884512901306, '1']
[33.76897692680359, '1']
[33.81981897354126, '1']
[33.86553597450256, '1']
[33.919342041015625, '1']
[33.970386028289795, '1']
[34.020484924316406, '1']
[34.07044196128845, '1']
[34.120779037475586, '1']
[34.17121696472168, '1']
[34.22149205207825, '1']
[34.27143406867981, '1']
[34.322750091552734, '1']
[34.37284803390503, '1']
[34.422523021698, '1']
[34.47266507148743, '1']
[34.52353501319885, '1']
[34.570982933044434, '1']
[34.623512983322144, '1']
[34.67356204986572, '1']
[34.724332094192505, '1']
[34.77586913108826, '1']
[34.82045292854309, '1']
[34.875667095184326, '1']
[34.92568302154541, '1']
[34.97572994232178, '1']
[35.024734020233154, '1']
[35.075045108795166, '1']
[35.121243953704834, '1']
[35.17559099197388, '1']
[35.226694107055664, '1']
[35.27792406082153, '1']
[35.3275580406189, '1']
[35.376157999038696, '1']
[35.42779493331909, '1']
[35.477725982666016, '1']
[35.53378105163574, '1']
[35.57477402687073, '2']
[35.62951111793518, '2']
[35.67862892150879, '2']
[35.72856593132019, '2']
[35.77942895889282, '2']
[35.829395055770874, '2']
[35.87956213951111, '2']
[35.92920804023743, '2']
[35.98079800605774, '2']
[36.030369997024536, '2']
[36.081445932388306, '2']
[36.13110709190369, '2']
[36.181148052215576, '2']
[36.23240804672241, '2']
[36.28247404098511, '2']
[36.33086013793945, '2']
[36.3827121257782, '2']
[36.43211793899536, '2']
[36.4835729598999, '2']
[36.53290104866028, '2']
[36.58260202407837, '2']
[36.63267993927002, '2']
[36.682279109954834, '2']
[36.73031711578369, '2']
[36.78383493423462, '2']
[36.82980298995972, '2']
[36.88555192947388, '2']
[36.93585801124573, '2']
[36.98361110687256, '2']
[37.035820960998535, '2']
[37.0863721370697, '2']
[37.13254404067993, '2']
[37.18750500679016, '2']
[37.236483097076416, '2']
[37.28554701805115, '2']
[37.336480140686035, '2']
[37.38684010505676, '2']
[37.437901973724365, '2']
[37.48866891860962, '2']
[37.537336111068726, '2']
[37.58864712715149, '2']
[37.63830804824829, '2']
[37.68898797035217, '2']
[37.73925495147705, '2']
[37.7892279624939, '2']
[37.83945107460022, '2']
[37.889070987701416, '2']
[37.94101905822754, '2']
[37.98610305786133, '3']
[38.040064096450806, '3']
[38.08990406990051, '3']
[38.14207196235657, '3']
[38.188210010528564, '3']
[38.24095702171326, '3']
[38.29203414916992, '3']
[38.340781927108765, '3']
[38.39155912399292, '3']
[38.43866991996765, '3']
[38.48912000656128, '3']
[38.54382514953613, '3']
[38.593034982681274, '3']
[38.64423108100891, '3']
[38.69471192359924, '3']
[38.74332594871521, '3']
[38.79523992538452, '3']
[38.84352111816406, '3']
[38.89487409591675, '3']
[38.942134141922, '3']
[38.99419593811035, '3']
[39.04517197608948, '3']
[39.09601306915283, '3']
[39.145081996917725, '3']
[39.19777011871338, '3']
[39.2471981048584, '3']
[39.297877073287964, '3']
[39.34892702102661, '3']
[39.39854097366333, '3']
[39.44486999511719, '3']
[39.498263120651245, '3']
[39.54806709289551, '3']
[39.597736120224, '3']
[39.6489679813385, '3']
[39.6954870223999, '3']
[39.75020909309387, '3']
[39.80011010169983, '3']
[39.847245931625366, '3']
[39.899702072143555, '3']
[39.946699142456055, '3']
[40.00083899497986, '3']
[40.05191707611084, '3']
[40.10166001319885, '3']
[40.15048813819885, '3']
[40.19786214828491, '3']
[40.25167798995972, '3']
[40.30271911621094, '3']
[40.352473974227905, '3']
[40.402508020401, '0']
[40.45030093193054, '0']
[40.50305509567261, '0']
[40.553025007247925, '0']
[40.60294198989868, '0']
[40.653810024261475, '0']
[40.701225996017456, '0']
[40.7542610168457, '0']
[40.80402398109436, '0']
[40.855886936187744, '0']
[40.905516147613525, '0']
[40.951611042022705, '0']
[41.00516200065613, '0']
[41.055509090423584, '0']
[41.10595393180847, '0']
[41.15606212615967, '0']
[41.207432985305786, '0']
[41.25683093070984, '0']
[41.30692505836487, '0']
[41.35793113708496, '0']
[41.408203125, '0']
[41.459125995635986, '0']
[41.509212017059326, '0']
[41.55876708030701, '0']
[41.60878896713257, '0']
[41.658682107925415, '0']
[41.70549702644348, '0']
[41.75960111618042, '0']
[41.81128001213074, '0']
[41.85579299926758, '0']
[41.9107460975647, '0']
[41.96088695526123, '0']
[42.008137941360474, '0']
[42.0611310005188, '0']
[42.10766005516052, '0']
[42.16076993942261, '0']
[42.20936608314514, '0']
[42.25974798202515, '0']
[42.308337926864624, '0']
[42.361369132995605, '0']
[42.40869903564453, '0']
[42.45925807952881, '0']
[42.51310896873474, '0']
[42.55872201919556, '0']
[42.61351203918457, '0']
[42.66285014152527, '0']
[42.71566295623779, '0']
[42.76397395133972, '0']
[42.81509494781494, '1']
[42.86470603942871, '1']
[42.91586494445801, '1']
[42.96138906478882, '1']
[43.01130294799805, '1']
[43.06684398651123, '1']
[43.116271018981934, '1']
[43.166460037231445, '1']
[43.2167489528656, '1']
[43.26652812957764, '1']
[43.316524028778076, '1']
[43.36776900291443, '1']
[43.41785407066345, '1']
[43.46870398521423, '1']
[43.518527030944824, '1']
[43.568280935287476, '1']
[43.619462966918945, '1']
[43.66962504386902, '1']
[43.71561002731323, '1']
[43.77043414115906, '1']
[43.819061040878296, '1']
[43.87143111228943, '1']
[43.92114210128784, '1']
[43.97261309623718, '1']
[44.0215630531311, '1']
[44.07147812843323, '1']
[44.12098407745361, '1']
[44.17152810096741, '1']
[44.223384141922, '1']
[44.27231502532959, '1']
[44.32171392440796, '1']
[44.37311410903931, '1']
[44.422837018966675, '1']
[44.4714629650116, '1']
[44.52381205558777, '1']
[44.574517011642456, '1']
[44.62336993217468, '1']
[44.67501401901245, '1']
[44.72071313858032, '1']
[44.775493144989014, '1']
[44.82551312446594, '1']
[44.87686514854431, '1']
[44.941221952438354, '1']
[45.00731611251831, '1']
[45.05775809288025, '1']
[45.12513208389282, '1']
[45.19155812263489, '1']
[45.24420094490051, '1']
[45.2910361289978, '2']
[45.3423969745636, '2']
[45.392324924468994, '2']
[45.441203117370605, '2']
[45.49452209472656, '2']
[45.551881074905396, '2']
[45.594062089920044, '2']
[45.64582395553589, '2']
[45.69676613807678, '2']
[45.74647402763367, '2']
[45.79672813415527, '2']
[45.844887018203735, '2']
[45.89306092262268, '2']
[45.94441604614258, '2']
[45.99728608131409, '2']
[46.04764008522034, '2']
[46.098583936691284, '2']
[46.16256403923035, '2']
[46.21532392501831, '2']
[46.26474404335022, '2']
[46.31649208068848, '2']
[46.363641023635864, '2']
[46.41565704345703, '2']
[46.46556210517883, '2']
[46.47904896736145, '2']
[46.53082513809204, '2']
[46.547199964523315, '2']
[46.60160708427429, '2']
[46.61539697647095, '2']
[46.66899800300598, '2']
[46.6831910610199, '2']
[46.73462796211243, '2']
[46.748552083969116, '2']
[46.79858899116516, '2']
[46.81584906578064, '2']
[46.868942975997925, '2']
[46.93519115447998, '2']
[46.986496925354004, '2']
[47.0336549282074, '2']
[47.0836341381073, '2']
[47.15576696395874, '2']
[47.2012300491333, '2']
[47.253196001052856, '2']
[47.30448603630066, '2']
[47.35084509849548, '2']
[47.40417003631592, '2']
[47.456462144851685, '2']
[47.50550103187561, '2']
[47.552772998809814, '2']
[47.60649609565735, '2']
[47.65629601478577, '2']
[47.704978942871094, '2']
[47.75624203681946, '0']
[47.805861949920654, '0']
[47.85794997215271, '0']
[47.90647506713867, '0']
[47.95689010620117, '0']
[48.00779604911804, '0']
[48.05803608894348, '0']
[48.10771703720093, '0']
[48.154582023620605, '0']
[48.20752811431885, '0']
[48.25740098953247, '0']
[48.305264949798584, '0']
[48.35481095314026, '0']
[48.40616297721863, '0']
[48.45492196083069, '0']
[48.506202936172485, '0']
[48.56019711494446, '0']
[48.60696601867676, '0']
[48.66809797286987, '0']
[48.72746396064758, '0']
[51.55955100059509, '2']
[51.57376313209534, '2']
[51.625608921051025, '2']
[51.67686605453491, '2']
[51.690951108932495, '2']
[51.74425292015076, '2']
[51.75849199295044, '2']
[51.806682109832764, '2']
[51.82415199279785, '2']
[51.8769850730896, '2']
[51.89092803001404, '2']
[51.943954944610596, '2']
[51.957751989364624, '2']
[52.0124409198761, '2']
[52.02621507644653, '2']
[52.07867503166199, '2']
[52.12776303291321, '2']
[52.182466983795166, '2']
[52.24562096595764, '2']
[52.26165509223938, '2']
[52.313377141952515, '2']
[52.33070611953735, '2']
[52.38128399848938, '2']
[52.39646315574646, '2']
[52.44756293296814, '2']
[52.49304413795471, '2']
[52.547264099121094, '2']
[52.597360134124756, '2']
[52.64851093292236, '2']
[52.69822907447815, '2']
[52.76629996299744, '2']
[52.81518292427063, '2']
[52.86633896827698, '2']
[52.91656994819641, '2']
[52.96515703201294, '2']
[53.01660895347595, '2']
[53.06620693206787, '2']
[53.11592411994934, '2']
[53.16754603385925, '2']
[53.21745014190674, '2']
[53.26692295074463, '2']
[53.31797695159912, '2']
[53.367815017700195, '2']
[53.41795301437378, '2']
[53.46808409690857, '2']
[53.5189471244812, '2']
[53.57018208503723, '2']
[53.62067794799805, '2']
[53.670475006103516, '2']
[53.71972894668579, '2']
[53.771464109420776, '2']
[53.82074499130249, '2']
[53.87071704864502, '2']
[53.92197299003601, '2']
[53.97062706947327, '2']
[56.668344020843506, '0']
[56.68226504325867, '0']
[56.73620009422302, '0']
[56.78596591949463, '0']
[56.832014083862305, '0']
[56.84925293922424, '0']
[56.90355706214905, '0']
[56.917710065841675, '0']
[56.96989703178406, '0']
[56.984036922454834, '0']
[57.037474155426025, '0']
[57.051382064819336, '0']
[57.10376000404358, '0']
[57.117998123168945, '0']
[57.1686909198761, '0']
[57.183794021606445, '0']
[57.234281063079834, '0']
[57.25183892250061, '0']
[57.304901123046875, '0']
[57.31890606880188, '0']
[57.37104892730713, '0']
[57.384658098220825, '0']
[57.43852496147156, '0']
[57.45263600349426, '0']
[57.50644397735596, '0']
[57.52077794075012, '0']
[57.57315993309021, '0']
[57.587342977523804, '0']
[57.640727043151855, '0']
[57.654895067214966, '0']
[57.70701813697815, '0']
[57.72099804878235, '0']
[57.77410006523132, '0']
[57.78809595108032, '0']
[57.84127998352051, '0']
[57.8914999961853, '0']
[57.94188404083252, '0']
[57.99128603935242, '0']
[58.04237699508667, '0']
[58.092024087905884, '0']
[58.14213299751282, '0']
[58.191933155059814, '0']
[58.24304413795471, '0']
[58.29310894012451, '0']
[58.34454607963562, '0']
[58.39439010620117, '0']
[58.444015979766846, '0']
[58.49555993080139, '0']
[58.5446400642395, '0']
[58.594955921173096, '0']
[58.64698505401611, '0']
[58.69312405586243, '0']
[58.744627952575684, '0']
[58.795578956604004, '0']
[58.846625089645386, '0']
[58.896618127822876, '0']
[58.946747064590454, '0']
[58.99777793884277, '0']
[59.047821044921875, '0']
[59.06181001663208, '0']
[59.114208936691284, '0']
[59.12823414802551, '0']
[59.18189811706543, '0']
[59.19613814353943, '0']
[59.247894048690796, '0']
[59.261855125427246, '0']
[59.31542706489563, '0']
[59.32947611808777, '0']
[59.38302206993103, '0']
[59.39693808555603, '0']
[59.448158979415894, '0']
[59.464497089385986, '0']
[59.5161030292511, '0']
[59.529969930648804, '0']
[59.58383798599243, '0']
[59.5984251499176, '0']
[59.65019202232361, '0']
[59.69976592063904, '0']
[59.7510449886322, '0']
[59.80121207237244, '0']
[59.848005056381226, '0']
[59.90182113647461, '0']
[59.952157974243164, '0']
[60.003273010253906, '0']
[60.0493950843811, '0']
[60.10306215286255, '0']
[60.15348410606384, '0']
[60.20059514045715, '0']
[60.25391602516174, '0']
[60.30361199378967, '0']
[60.35322308540344, '0']
[60.40348696708679, '0']
[60.45299410820007, '0']
[60.50527596473694, '0']
[60.55445194244385, '0']
[60.6056649684906, '0']
[60.65583300590515, '0']
[60.70487308502197, '0']
[60.755197048187256, '0']
[60.80707597732544, '0']
[60.85763502120972, '0']
[60.90516901016235, '0']
[60.953558921813965, '0']
[61.00391411781311, '0']
[61.05813503265381, '0']
[61.108461141586304, '0']
[61.15838694572449, '0']
[61.208003997802734, '0']
[61.259202003479004, '0']
